tanggal,beras,beras_kb1,beras_kb2,beras_km1,beras_km2,beras_ks1,beras_ks2,daging_ayam,daging_ayam_rs,daging_sapi,daging_sapi_k1,daging_sapi_k2,telur_ayam,telur_ayam_rs,bawang_merah,bawang_merah_sedang,bawang_putih,bawang_putih_sedang,cabai_merah,cabai_merah_besar,cabai_merah_keriting,cabai_rawit,cabai_rawit_hijau,cabai_rawit_merah,minyak_goreng,minyak_goreng_curah,minyak_goreng_merk1,minyak_goreng_merk2,gula_pasir,gula_pasir_premium,gula_pasir_lokal
05/06/2020,11900,10900,10000,12250,12750,13500,11900,41000,41000,137500,150000,125000,23500,23500,56250,56250,35000,35000,31900,38750,25000,29400,25000,33750,13350,12000,14250,13750,17850,18000,17650
12/06/2020,11900,10900,10000,12250,12750,13500,11900,42250,42250,137500,150000,125000,24750,24750,55000,55000,33750,33750,26500,29750,23250,27500,23750,31250,13400,12150,14250,13750,16400,16000,16750
19/06/2020,11900,10900,10000,12250,12750,13500,11900,41000,41000,137500,150000,125000,26500,26500,53500,53500,33750,33750,30000,36250,23750,27500,23750,31250,13300,11900,14250,13750,16250,16000,16500
26/06/2020,11900,10900,10000,12250,12750,13500,11900,40750,40750,137500,150000,125000,27400,27400,45750,45750,28750,28750,29400,35000,23750,25000,23750,26250,13400,11900,14500,13750,16150,16000,16250
03/07/2020,11900,10900,10000,12250,12750,13500,11900,41250,41250,137500,150000,125000,26000,26000,45750,45750,23750,23750,32250,39500,25000,25000,25000,25000,13400,11900,14500,13750,15250,15750,14750
10/07/2020,11900,10900,10000,12250,12750,13500,11900,39000,39000,137500,150000,125000,26250,26250,43000,43000,21250,21250,34500,44500,24500,25000,23750,26250,13400,11900,14500,13750,15250,15750,14750
17/07/2020,11900,10900,10000,12250,12750,13500,11900,34750,34750,137500,150000,125000,26650,26650,41250,41250,21250,21250,35650,46250,25000,26500,23750,29250,13350,11900,14400,13750,14400,14750,14000
24/07/2020,11900,10900,10000,12250,12750,13500,11900,33750,33750,137500,150000,125000,26500,26500,31750,31750,19500,19500,39150,50750,27500,26900,23750,30000,13400,12000,14400,13750,14400,14750,14000
03/08/2020,11900,10900,10000,12250,12750,13500,11900,35000,35000,137500,150000,125000,25000,25000,32500,32500,19500,19500,41150,54500,27750,26900,23750,30000,13500,12400,14400,13750,14150,14500,13750
07/08/2020,11900,10900,10000,12250,12750,13500,11900,33500,33500,137500,150000,125000,25250,25250,31750,31750,19500,19500,37000,46250,27750,26900,23750,30000,13450,12400,14250,13750,14150,14500,13750
14/08/2020,11900,10900,10000,12250,12750,13500,11900,31750,31750,137500,150000,125000,25500,25500,31250,31250,19500,19500,27000,27500,26500,26900,23750,30000,13450,12400,14250,13750,14150,14500,13750
24/08/2020,11900,10900,10000,12250,12750,13500,11900,31750,31750,137500,150000,125000,24750,24750,30750,30750,21000,21000,24400,25000,23750,25650,23750,27500,13450,12400,14250,13750,14150,14500,13750
28/08/2020,11900,10900,10000,12250,12750,13500,11900,30500,30500,137500,150000,125000,24500,24500,27750,27750,22500,22500,24400,25000,23750,25650,23750,27500,13450,12400,14250,13750,14150,14500,13750
04/09/2020,11900,10900,10000,12250,12750,13500,11900,32750,32750,137500,150000,125000,24000,24000,28250,28250,22500,22500,25000,26250,23750,24750,23250,26250,13450,12400,14250,13750,14100,14650,13500
11/09/2020,11900,10900,10000,12250,12750,13500,11900,30750,30750,137500,150000,125000,23250,23250,27000,27000,23250,23250,28750,30000,27500,25000,23750,26250,14050,13000,14900,14250,14100,14650,13500
18/09/2020,11900,10900,10000,12250,12750,13500,11900,30500,30500,137500,150000,125000,22000,22000,28250,28250,23250,23250,28150,30000,26250,25000,23750,26250,14200,13150,15000,14400,14100,14650,13500
25/09/2020,11900,10900,10000,12250,12750,13500,11900,30000,30000,137500,150000,125000,21750,21750,28250,28250,23250,23250,28150,30000,26250,25000,23750,26250,14400,13750,15000,14400,14100,14650,13500
02/10/2020,11750,10750,10000,11900,12650,13400,11750,30250,30250,137500,150000,125000,21250,21250,30750,30750,25750,25750,43150,52500,33750,26250,23750,28750,14450,13900,15000,14400,13850,14150,13500
09/10/2020,11750,10750,10000,11900,12650,13400,11750,30000,30000,137500,150000,125000,21500,21500,33500,33500,28750,28750,58750,68750,48750,31900,31250,32500,14350,13650,15000,14400,13850,14150,13500
16/10/2020,11750,10750,10000,11900,12650,13400,11750,31000,31000,137500,150000,125000,23750,23750,34000,34000,28750,28750,54400,66250,42500,31900,31250,32500,14400,13750,15000,14400,13850,14150,13500
23/10/2020,11800,10750,10000,11900,12650,13500,11900,31000,31000,137500,150000,125000,24000,24000,36000,36000,30250,30250,51900,61250,42500,29400,28750,30000,14700,14000,15250,14900,13700,13900,13500
02/11/2020,11800,10750,10000,11900,12650,13500,11900,34000,34000,137500,150000,125000,23250,23250,36000,36000,28500,28500,51250,55000,47500,28750,28750,28750,15050,14250,15650,15250,13700,13900,13500
06/11/2020,11750,10750,9750,11900,12650,13500,11900,35000,35000,137500,150000,125000,24000,24000,36000,36000,28500,28500,50000,52500,47500,28750,28750,28750,14750,14150,15000,15000,13850,14150,13500
13/11/2020,11750,10750,9750,11900,12650,13500,11900,34750,34750,137500,150000,125000,25000,25000,37000,37000,28500,28500,48750,52500,45000,30650,30000,31250,14700,14150,15000,15000,13850,14150,13500
20/11/2020,11750,10750,9750,11900,12650,13500,11900,35250,35250,137500,150000,125000,25750,25750,36500,36500,29250,29250,46250,48750,43750,32500,31250,33750,14700,14000,15000,15000,13850,14150,13500
27/11/2020,11750,10750,9750,11900,12650,13500,11900,34750,34750,137500,150000,125000,26000,26000,36500,36500,29000,29000,45000,48750,41250,35000,31250,38750,14700,14000,15000,15000,13850,14150,13500
04/12/2020,11750,10750,9750,11900,12650,13500,11900,34750,34750,137500,150000,125000,26150,26150,36500,36500,29000,29000,49400,55000,43750,39400,31250,47500,14700,14000,15000,15000,13850,14150,13500
11/12/2020,11750,10750,9750,11900,12650,13500,11900,35500,35500,137500,150000,125000,28250,28250,36500,36500,29000,29000,61900,67500,56250,48150,33750,62500,14700,14000,15000,15000,13850,14150,13500
18/12/2020,11750,10750,9750,11900,12650,13500,11900,36750,36750,137500,150000,125000,28650,28650,36500,36500,29000,29000,66250,67500,65000,52500,42500,62500,14700,14150,15000,15000,13900,14150,13650
28/12/2020,11750,10750,9750,11900,12650,13500,11900,36750,36750,137500,150000,125000,27650,27650,35250,35250,29000,29000,71900,76250,67500,58750,47500,70000,14700,14150,15000,15000,13900,14150,13650
04/01/2021,11750,10750,9750,11900,12650,13500,11900,36750,36750,137500,150000,125000,25500,25500,31750,31750,28500,28500,61250,60000,62500,72500,60000,85000,14700,14150,15000,15000,13900,14150,13650
08/01/2021,11750,10750,9750,11900,12650,13500,11900,36750,36750,138750,151250,126250,25250,25250,31750,31750,28500,28500,61250,60000,62500,75000,62500,87500,14700,14150,15000,15000,13900,14150,13650
15/01/2021,11750,10750,9750,11900,12650,13500,11900,37250,37250,138750,151250,126250,24500,24500,31750,31750,28500,28500,55000,57500,52500,75000,65000,85000,14700,14150,15000,15000,13900,14150,13650
22/01/2021,11750,10750,9750,11900,12650,13500,11900,36500,36500,138750,151250,126250,23000,23000,32250,32250,28500,28500,56250,58750,53750,75000,70000,80000,14700,14150,15000,15000,13900,14150,13650
29/01/2021,11750,10750,9750,11900,12650,13500,11900,36250,36250,140000,152500,127500,22000,22000,32250,32250,28500,28500,50650,52500,48750,75000,72500,77500,14650,13900,15000,15000,13900,14150,13650
