tanggal,beras,beras_kb1,beras_kb2,beras_km1,beras_km2,beras_ks1,beras_ks2,daging_ayam,daging_ayam_rs,daging_sapi,daging_sapi_k1,daging_sapi_k2,telur_ayam,telur_ayam_rs,bawang_merah,bawang_merah_sedang,bawang_putih,bawang_putih_sedang,cabai_merah,cabai_merah_besar,cabai_merah_keriting,cabai_rawit,cabai_rawit_hijau,cabai_rawit_merah,minyak_goreng,minyak_goreng_curah,minyak_goreng_merk1,minyak_goreng_merk2,gula_pasir,gula_pasir_premium,gula_pasir_lokal
05/06/2018,12150,10750,10000,13500,12750,13750,12250,38500,38500,145000,160000,130000,24000,24000,39000,39000,35000,35000,48750,50000,47500,36250,35000,37500,13600,11750,14500,14500,12650,13250,12000
06/06/2018,12150,10750,10000,13500,12750,13750,12250,40000,40000,145000,160000,130000,23000,23000,39000,39000,35000,35000,47500,57500,37500,37500,37500,37500,13600,11750,14500,14500,12650,13250,12000
07/06/2018,12150,10750,10000,13500,12750,13750,12250,40000,40000,145000,160000,130000,23000,23000,39000,39000,35000,35000,47500,57500,37500,37500,37500,37500,13600,11750,14500,14500,12650,13250,12000
08/06/2018,12150,10750,10000,13500,12750,13750,12250,40000,40000,145000,160000,130000,24000,24000,39000,39000,35000,35000,51250,62500,40000,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
11/06/2018,12150,10750,10000,13500,12750,13750,12250,43500,43500,145000,160000,130000,23000,23000,39000,39000,35000,35000,77500,100000,55000,46250,45000,47500,13600,11750,14500,14500,12650,13250,12000
12/06/2018,12150,10750,10000,13500,12750,13750,12250,45000,45000,145000,160000,130000,23000,23000,39000,39000,35000,35000,77500,100000,55000,51250,50000,52500,13600,11750,14500,14500,12650,13250,12000
13/06/2018,12150,10750,10000,13500,12750,13750,12250,46000,46000,152500,165000,140000,24000,24000,39000,39000,35000,35000,77500,100000,55000,51250,50000,52500,13600,11750,14500,14500,12650,13250,12000
14/06/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18/06/2018,12150,10750,10000,13500,12750,13750,12250,48000,48000,145000,160000,130000,24000,24000,39000,39000,35000,35000,66250,77500,55000,51250,50000,52500,13600,11750,14500,14500,12650,13250,12000
19/06/2018,12150,10750,10000,13500,12750,13750,12250,47500,47500,145000,160000,130000,24000,24000,39000,39000,35000,35000,55000,65000,45000,52500,50000,55000,13600,11750,14500,14500,12650,13250,12000
20/06/2018,12150,10750,10000,13500,12750,13750,12250,47000,47000,145000,160000,130000,24000,24000,39000,39000,35000,35000,47500,55000,40000,47500,45000,50000,13600,11750,14500,14500,12650,13250,12000
21/06/2018,12150,10750,10000,13500,12750,13750,12250,46000,46000,145000,160000,130000,24000,24000,39000,39000,35000,35000,43750,47500,40000,47500,45000,50000,13600,11750,14500,14500,12650,13250,12000
22/06/2018,12300,11000,10250,13500,13000,13750,12250,46000,46000,145000,160000,130000,24000,24000,39000,39000,35000,35000,43750,47500,40000,47500,45000,50000,13600,11750,14500,14500,12650,13250,12000
25/06/2018,12300,11000,10250,13500,13000,13750,12250,41500,41500,145000,160000,130000,24000,24000,37500,37500,35000,35000,41250,42500,40000,46250,45000,47500,13600,11750,14500,14500,12650,13250,12000
26/06/2018,12300,11000,10250,13500,13000,13750,12250,39000,39000,145000,160000,130000,24000,24000,37500,37500,35000,35000,41250,42500,40000,46250,45000,47500,13600,11750,14500,14500,12650,13250,12000
27/06/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28/06/2018,12300,11000,10250,13500,13000,13750,12250,39000,39000,145000,160000,130000,24000,24000,37500,37500,35000,35000,41250,42500,40000,47500,45000,50000,13600,11750,14500,14500,12650,13250,12000
29/06/2018,12300,11000,10250,13500,13000,13750,12250,37500,37500,145000,160000,130000,25500,25500,37500,37500,35000,35000,42500,45000,40000,45000,40000,50000,13600,11750,14500,14500,12650,13250,12000
02/07/2018,12300,11000,10250,13500,13000,13750,12250,38000,38000,145000,160000,130000,25500,25500,37000,37000,35000,35000,50000,60000,40000,50000,45000,55000,13600,11750,14500,14500,12650,13250,12000
03/07/2018,12300,11000,10250,13500,13000,13750,12250,38000,38000,145000,160000,130000,26000,26000,37000,37000,35000,35000,50000,60000,40000,50000,45000,55000,13600,11750,14500,14500,12650,13250,12000
04/07/2018,12300,11000,10250,13500,13000,13750,12250,37000,37000,145000,160000,130000,26000,26000,37000,37000,35000,35000,50000,60000,40000,50000,45000,55000,13600,11750,14500,14500,12650,13250,12000
05/07/2018,12300,11000,10250,13500,13000,13750,12250,37000,37000,145000,160000,130000,26500,26500,36000,36000,35000,35000,50000,60000,40000,52500,45000,60000,13600,11750,14500,14500,12650,13250,12000
06/07/2018,12300,11000,10250,13500,13000,13750,12250,37000,37000,145000,160000,130000,26500,26500,36000,36000,35000,35000,50000,60000,40000,52500,45000,60000,13600,11750,14500,14500,12650,13250,12000
09/07/2018,12300,11000,10250,13500,13000,13750,12250,42000,42000,145000,160000,130000,29000,29000,36000,36000,35000,35000,53750,65000,42500,60000,50000,70000,13600,11750,14500,14500,12650,13250,12000
10/07/2018,12300,11000,10250,13500,13000,13750,12250,43500,43500,145000,160000,130000,29500,29500,36000,36000,35000,35000,57500,70000,45000,60000,50000,70000,13600,11750,14500,14500,12650,13250,12000
11/07/2018,12300,11000,10250,13500,13000,13750,12250,44000,44000,145000,160000,130000,29500,29500,36000,36000,35000,35000,57500,70000,45000,56250,50000,62500,13600,11750,14500,14500,12650,13250,12000
12/07/2018,12300,11000,10250,13500,13000,13750,12250,44000,44000,145000,160000,130000,29500,29500,35000,35000,35000,35000,57500,70000,45000,56250,50000,62500,13600,11750,14500,14500,12650,13250,12000
13/07/2018,12300,11000,10250,13500,13000,13750,12250,44000,44000,145000,160000,130000,29500,29500,35000,35000,35000,35000,57500,70000,45000,56250,50000,62500,13600,11750,14500,14500,12650,13250,12000
16/07/2018,12300,11000,10250,13500,13000,13750,12250,43500,43500,145000,160000,130000,29500,29500,32500,32500,32500,32500,53750,62500,45000,56250,50000,62500,13600,11750,14500,14500,12650,13250,12000
17/07/2018,12300,11000,10250,13500,13000,13750,12250,43500,43500,145000,160000,130000,28000,28000,32500,32500,32500,32500,53750,62500,45000,56250,50000,62500,13600,11750,14500,14500,12650,13250,12000
18/07/2018,12300,11000,10250,13500,13000,13750,12250,43500,43500,145000,160000,130000,28000,28000,32500,32500,32500,32500,53750,62500,45000,56250,50000,62500,13600,11750,14500,14500,12650,13250,12000
19/07/2018,12300,11000,10250,13500,13000,13750,12250,43500,43500,145000,160000,130000,28000,28000,30000,30000,30000,30000,47500,55000,40000,50000,45000,55000,13600,11750,14500,14500,12650,13250,12000
20/07/2018,12300,11000,10250,13500,13000,13750,12250,43500,43500,145000,160000,130000,27000,27000,30000,30000,30000,30000,42500,45000,40000,55000,45000,65000,13600,11750,14500,14500,12650,13250,12000
23/07/2018,12300,11000,10250,13500,13000,13750,12250,43500,43500,145000,160000,130000,26500,26500,30000,30000,30000,30000,42500,45000,40000,55000,45000,65000,13600,11750,14500,14500,12650,13250,12000
24/07/2018,12300,11000,10250,13500,13000,13750,12250,43500,43500,145000,160000,130000,27000,27000,30000,30000,30000,30000,41250,45000,37500,55000,45000,65000,13600,11750,14500,14500,12650,13250,12000
25/07/2018,12300,11000,10250,13500,13000,13750,12250,43500,43500,145000,160000,130000,26000,26000,30000,30000,30000,30000,43750,45000,42500,52500,45000,60000,13600,11750,14500,14500,12650,13250,12000
26/07/2018,12300,11000,10250,13500,13000,13750,12250,43500,43500,145000,160000,130000,26000,26000,30000,30000,30000,30000,43750,45000,42500,52500,45000,60000,13600,11750,14500,14500,12650,13250,12000
27/07/2018,12300,11000,10250,13500,13000,13750,12250,43500,43500,145000,160000,130000,26000,26000,30000,30000,30000,30000,41250,40000,42500,52500,45000,60000,13600,11750,14500,14500,12650,13250,12000
30/07/2018,12300,11000,10250,13500,13000,13750,12250,41500,41500,145000,160000,130000,24500,24500,30000,30000,30000,30000,41250,40000,42500,51250,45000,57500,13600,11750,14500,14500,12650,13250,12000
31/07/2018,12300,11000,10250,13500,13000,13750,12250,40000,40000,145000,160000,130000,24500,24500,30000,30000,30000,30000,40000,37500,42500,47500,45000,50000,13600,11750,14500,14500,12650,13250,12000
01/08/2018,12300,11000,10250,13500,13000,13750,12250,40000,40000,145000,160000,130000,24000,24000,30000,30000,30000,30000,40500,38500,42500,47500,45000,50000,13600,11750,14500,14500,12650,13250,12000
02/08/2018,12300,11000,10250,13500,13000,13750,12250,40000,40000,145000,160000,130000,24000,24000,30000,30000,30000,30000,39250,38500,40000,45000,40000,50000,13600,11750,14500,14500,12650,13250,12000
03/08/2018,12300,11000,10250,13500,13000,13750,12250,40000,40000,145000,160000,130000,24000,24000,30000,30000,30000,30000,39250,38500,40000,45000,40000,50000,13600,11750,14500,14500,12650,13250,12000
06/08/2018,12300,11000,10250,13500,13000,13750,12250,40000,40000,145000,160000,130000,24000,24000,29000,29000,29000,29000,43750,45000,42500,45000,40000,50000,13600,11750,14500,14500,13000,14000,12000
07/08/2018,12300,11000,10250,13500,13000,13750,12250,40000,40000,145000,160000,130000,24000,24000,29000,29000,29000,29000,43750,45000,42500,45000,40000,50000,13600,11750,14500,14500,13000,14000,12000
08/08/2018,12300,11000,10250,13500,13000,13750,12250,40000,40000,145000,160000,130000,24000,24000,29000,29000,29000,29000,36250,35000,37500,46250,42500,50000,13600,11750,14500,14500,13000,14000,12000
09/08/2018,12300,11000,10250,13500,13000,13750,12250,36500,36500,145000,160000,130000,24000,24000,29000,29000,29000,29000,36250,35000,37500,43750,37500,50000,13600,11750,14500,14500,13000,14000,12000
10/08/2018,12300,11000,10250,13500,13000,13750,12250,36500,36500,145000,160000,130000,24000,24000,29000,29000,29000,29000,36250,35000,37500,43750,37500,50000,13600,11750,14500,14500,13000,14000,12000
13/08/2018,12300,11000,10250,13500,13000,13750,12250,36500,36500,145000,160000,130000,23000,23000,29000,29000,29000,29000,36250,35000,37500,43750,37500,50000,13600,11750,14500,14500,12650,13250,12000
14/08/2018,12300,11000,10250,13500,13000,13750,12250,36500,36500,145000,160000,130000,22500,22500,29000,29000,29000,29000,36250,35000,37500,45000,40000,50000,13600,11750,14500,14500,12650,13250,12000
15/08/2018,12300,11000,10250,13500,13000,13750,12250,36500,36500,145000,160000,130000,22500,22500,29000,29000,29000,29000,36250,35000,37500,42500,37500,47500,13600,11750,14500,14500,12650,13250,12000
16/08/2018,12300,11000,10250,13500,13000,13750,12250,38000,38000,145000,160000,130000,23500,23500,29000,29000,29000,29000,36250,35000,37500,42500,37500,47500,13600,11750,14500,14500,12650,13250,12000
20/08/2018,12300,11000,10250,13500,13000,13750,12250,39000,39000,145000,160000,130000,23500,23500,31000,31000,29000,29000,40000,40000,40000,42500,37500,47500,13600,11750,14500,14500,12650,13250,12000
21/08/2018,12300,11000,10250,13500,13000,13750,12250,39500,39500,145000,160000,130000,23500,23500,31000,31000,29000,29000,47500,50000,45000,42500,37500,47500,13600,11750,14500,14500,12650,13250,12000
23/08/2018,12300,11000,10250,13500,13000,13750,12250,39000,39000,145000,160000,130000,23500,23500,31000,31000,29000,29000,45000,45000,45000,42500,37500,47500,13600,11750,14500,14500,12650,13250,12000
24/08/2018,12300,11000,10250,13500,13000,13750,12250,38000,38000,145000,160000,130000,23500,23500,31000,31000,29000,29000,42500,45000,40000,45000,40000,50000,13600,11750,14500,14500,12650,13250,12000
27/08/2018,12550,11250,10500,13750,13250,14000,12500,36500,36500,145000,160000,130000,23000,23000,31000,31000,29000,29000,42500,45000,40000,45000,40000,50000,13600,11750,14500,14500,12650,13250,12000
28/08/2018,12550,11250,10500,13750,13250,14000,12500,36000,36000,145000,160000,130000,23000,23000,29000,29000,29000,29000,35000,35000,35000,37500,40000,35000,13600,11750,14500,14500,12650,13250,12000
29/08/2018,12550,11250,10500,13750,13250,14000,12500,36000,36000,145000,160000,130000,23000,23000,29000,29000,29000,29000,35000,35000,35000,37500,40000,35000,13600,11750,14500,14500,12650,13250,12000
30/08/2018,12550,11250,10500,13750,13250,14000,12500,35500,35500,145000,160000,130000,23000,23000,29000,29000,29000,29000,35000,35000,35000,31250,35000,27500,13600,11750,14500,14500,12650,13250,12000
31/08/2018,12550,11250,10500,13750,13250,14000,12500,35000,35000,145000,160000,130000,23000,23000,29000,29000,29000,29000,35000,35000,35000,31250,35000,27500,13600,11750,14500,14500,12650,13250,12000
03/09/2018,12550,11250,10500,13750,13250,14000,12500,34000,34000,145000,160000,130000,23000,23000,29000,29000,29000,29000,36250,35000,37500,35000,35000,35000,13600,11750,14500,14500,12650,13250,12000
04/09/2018,12550,11250,10500,13750,13250,14000,12500,34500,34500,145000,160000,130000,23000,23000,29000,29000,29000,29000,37500,37500,37500,35000,35000,35000,13600,11750,14500,14500,12650,13250,12000
05/09/2018,12550,11250,10500,13750,13250,14000,12500,34000,34000,145000,160000,130000,23000,23000,29000,29000,29000,29000,37500,37500,37500,35000,35000,35000,13600,11750,14500,14500,12650,13250,12000
06/09/2018,12550,11250,10500,13750,13250,14000,12500,34000,34000,145000,160000,130000,23000,23000,29000,29000,29000,29000,35000,37500,32500,37500,40000,35000,13600,11750,14500,14500,12650,13250,12000
07/09/2018,12550,11250,10500,13750,13250,14000,12500,33500,33500,145000,160000,130000,23000,23000,29000,29000,29000,29000,32500,35000,30000,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
10/09/2018,12550,11250,10500,13750,13250,14000,12500,35000,35000,145000,160000,130000,23000,23000,29000,29000,29000,29000,32500,35000,30000,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
12/09/2018,12550,11250,10500,13750,13250,14000,12500,34000,34000,145000,160000,130000,23000,23000,27500,27500,29000,29000,32500,35000,30000,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
13/09/2018,12550,11250,10500,13750,13250,14000,12500,34000,34000,145000,160000,130000,23000,23000,27500,27500,29000,29000,32500,35000,30000,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
14/09/2018,12550,11250,10500,13750,13250,14000,12500,34000,34000,145000,160000,130000,23000,23000,27500,27500,29000,29000,32500,35000,30000,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
17/09/2018,12550,11250,10500,13750,13250,14000,12500,33500,33500,145000,160000,130000,23000,23000,27500,27500,29000,29000,35000,37500,32500,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
18/09/2018,12550,11250,10500,13750,13250,14000,12500,33500,33500,145000,160000,130000,22000,22000,27500,27500,29000,29000,37500,40000,35000,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
19/09/2018,12550,11250,10500,13750,13250,14000,12500,33000,33000,145000,160000,130000,22000,22000,27500,27500,29000,29000,37500,40000,35000,35000,37500,32500,13600,11750,14500,14500,12650,13250,12000
20/09/2018,12550,11250,10500,13750,13250,14000,12500,32500,32500,145000,160000,130000,22000,22000,27500,27500,29000,29000,37500,40000,35000,35000,37500,32500,13600,11750,14500,14500,12650,13250,12000
21/09/2018,12550,11250,10500,13750,13250,14000,12500,32000,32000,145000,160000,130000,22000,22000,27500,27500,29000,29000,37500,40000,35000,35000,37500,32500,13600,11750,14500,14500,12650,13250,12000
24/09/2018,12550,11250,10500,13750,13250,14000,12500,32000,32000,145000,160000,130000,21500,21500,27500,27500,29000,29000,37500,40000,35000,35000,37500,32500,13600,11750,14500,14500,12650,13250,12000
25/09/2018,12550,11250,10500,13750,13250,14000,12500,32000,32000,145000,160000,130000,21500,21500,27500,27500,27500,27500,37500,40000,35000,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
26/09/2018,12550,11250,10500,13750,13250,14000,12500,32000,32000,145000,160000,130000,21000,21000,27500,27500,27500,27500,37500,40000,35000,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
27/09/2018,12550,11250,10500,13750,13250,14000,12500,31000,31000,145000,160000,130000,21000,21000,27500,27500,27500,27500,38750,40000,37500,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
28/09/2018,12550,11250,10500,13750,13250,14000,12500,30500,30500,145000,160000,130000,21000,21000,27500,27500,27500,27500,38750,40000,37500,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
01/10/2018,12550,11250,10500,13750,13250,14000,12500,30500,30500,145000,160000,130000,20500,20500,27500,27500,27500,27500,41250,45000,37500,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
02/10/2018,12550,11250,10500,13750,13250,14000,12500,32000,32000,145000,160000,130000,21500,21500,27500,27500,27500,27500,42500,47500,37500,36250,37500,35000,13600,11750,14500,14500,12650,13250,12000
03/10/2018,12550,11250,10500,13750,13250,14000,12500,32000,32000,145000,160000,130000,22000,22000,27500,27500,27500,27500,43750,47500,40000,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
04/10/2018,12550,11250,10500,13750,13250,14000,12500,32000,32000,145000,160000,130000,22250,22250,27500,27500,27500,27500,43750,47500,40000,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
05/10/2018,12550,11250,10500,13750,13250,14000,12500,33000,33000,145000,160000,130000,22250,22250,27500,27500,27500,27500,43750,47500,40000,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
08/10/2018,12550,11250,10500,13750,13250,14000,12500,33500,33500,145000,160000,130000,22250,22250,27500,27500,27500,27500,45000,50000,40000,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
09/10/2018,12550,11250,10500,13750,13250,14000,12500,33500,33500,145000,160000,130000,22250,22250,27500,27500,27500,27500,45000,50000,40000,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
10/10/2018,12550,11250,10500,13750,13250,14000,12500,34000,34000,145000,160000,130000,22250,22250,27500,27500,27500,27500,45000,50000,40000,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
11/10/2018,12550,11250,10500,13750,13250,14000,12500,35500,35500,145000,160000,130000,21500,21500,27500,27500,27500,27500,45000,50000,40000,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
12/10/2018,12550,11250,10500,13750,13250,14000,12500,35500,35500,145000,160000,130000,21500,21500,27500,27500,27500,27500,45000,50000,40000,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
15/10/2018,12550,11250,10500,13750,13250,14000,12500,35500,35500,145000,160000,130000,21500,21500,27500,27500,27500,27500,45000,50000,40000,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
16/10/2018,12550,11250,10500,13750,13250,14000,12500,35500,35500,145000,160000,130000,21500,21500,27500,27500,27500,27500,45000,50000,40000,39000,38000,40000,13600,11750,14500,14500,12650,13250,12000
17/10/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,21500,21500,27500,27500,30000,30000,45000,50000,40000,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
18/10/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,21500,21500,27500,27500,30000,30000,45000,50000,40000,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
19/10/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,21500,21500,27500,27500,30000,30000,45000,47500,42500,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
22/10/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,21500,21500,27500,27500,30000,30000,43750,45000,42500,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
23/10/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,21500,21500,27500,27500,30000,30000,43750,45000,42500,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
24/10/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,21500,21500,27500,27500,27500,27500,43750,45000,42500,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
25/10/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,21500,21500,27500,27500,27500,27500,43750,45000,42500,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
26/10/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,21500,21500,27500,27500,27500,27500,43750,45000,42500,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
29/10/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,21500,21500,27500,27500,27500,27500,45000,45000,45000,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
30/10/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,21500,21500,27500,27500,27500,27500,46250,47500,45000,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
31/10/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,22000,22000,27500,27500,27500,27500,46250,47500,45000,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
01/11/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,22000,22000,27500,27500,27500,27500,46250,50000,42500,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
02/11/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,22000,22000,27500,27500,27500,27500,46250,50000,42500,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
05/11/2018,12250,10750,9750,13750,13250,14000,12000,34500,34500,145000,160000,130000,22000,22000,27500,27500,27500,27500,46250,50000,42500,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
06/11/2018,12050,10000,9250,13750,13250,14000,12000,34500,34500,145000,160000,130000,22000,22000,27500,27500,27500,27500,46250,50000,42500,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
07/11/2018,12050,10000,9250,13750,13250,14000,12000,34500,34500,145000,160000,130000,22000,22000,27500,27500,27500,27500,46250,50000,42500,40000,40000,40000,13600,11750,14500,14500,12650,13250,12000
08/11/2018,12050,10000,9250,13750,13250,14000,12000,34500,34500,145000,160000,130000,21750,21750,27500,27500,27500,27500,46250,50000,42500,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
09/11/2018,12000,10000,9000,13750,13250,14000,12000,34500,34500,145000,160000,130000,21750,21750,27500,27500,27500,27500,46250,50000,42500,38750,37500,40000,13600,11750,14500,14500,12650,13250,12000
12/11/2018,12000,10000,9000,13750,13250,14000,12000,34500,34500,145000,160000,130000,22000,22000,34000,34000,34000,34000,48750,55000,42500,36250,32500,40000,13600,11750,14500,14500,12650,13250,12000
13/11/2018,12000,10000,9000,13750,13250,14000,12000,34500,34500,145000,160000,130000,22500,22500,34000,34000,34000,34000,48750,55000,42500,36250,32500,40000,13600,11750,14500,14500,12650,13250,12000
14/11/2018,12000,10000,9000,13750,13250,14000,12000,34500,34500,145000,160000,130000,23000,23000,34000,34000,34000,34000,48750,55000,42500,36250,32500,40000,13600,11750,14500,14500,12650,13250,12000
15/11/2018,12000,10000,9000,13750,13250,14000,12000,34500,34500,145000,160000,130000,23500,23500,34000,34000,34000,34000,48750,55000,42500,36250,32500,40000,13600,11750,14500,14500,12650,13250,12000
16/11/2018,12000,10000,9000,13750,13250,14000,12000,34500,34500,145000,160000,130000,24000,24000,34000,34000,34000,34000,48750,55000,42500,36250,32500,40000,13600,11750,14500,14500,12650,13250,12000
19/11/2018,12000,10000,9000,13750,13250,14000,12000,34500,34500,145000,160000,130000,24000,24000,28000,28000,28000,28000,51250,60000,42500,37500,30000,45000,13600,11750,14500,14500,12650,13250,12000
21/11/2018,12000,10000,9000,13750,13250,14000,12000,34500,34500,145000,160000,130000,24000,24000,28000,28000,28000,28000,51250,60000,42500,37500,30000,45000,13600,11750,14500,14500,12650,13250,12000
22/11/2018,12000,10000,9000,13750,13250,14000,12000,34500,34500,145000,160000,130000,24000,24000,28000,28000,28000,28000,51250,60000,42500,37500,30000,45000,13600,11750,14500,14500,12650,13250,12000
23/11/2018,12000,10000,9000,13750,13250,14000,12000,34500,34500,145000,160000,130000,24000,24000,28000,28000,28000,28000,48750,55000,42500,37500,30000,45000,13600,11750,14500,14500,12650,13250,12000
26/11/2018,12000,10000,9000,13750,13250,14000,12000,35500,35500,145000,160000,130000,24000,24000,28000,28000,28000,28000,42500,47500,37500,33750,30000,37500,13600,11750,14500,14500,12650,13250,12000
27/11/2018,12000,10000,9000,13750,13250,14000,12000,35000,35000,145000,160000,130000,24000,24000,28000,28000,28000,28000,42500,47500,37500,33750,30000,37500,13600,11750,14500,14500,12650,13250,12000
28/11/2018,12000,10000,9000,13750,13250,14000,12000,35000,35000,145000,160000,130000,24500,24500,28000,28000,28000,28000,42500,47500,37500,33750,30000,37500,13600,11750,14500,14500,12650,13250,12000
29/11/2018,12000,10000,9000,13750,13250,14000,12000,35000,35000,145000,160000,130000,24500,24500,28000,28000,28000,28000,42500,47500,37500,33750,30000,37500,13600,11750,14500,14500,12650,13250,12000
30/11/2018,11850,10000,9000,13250,12750,14000,12000,35000,35000,145000,160000,130000,24500,24500,28000,28000,28000,28000,38250,42500,34000,31250,27500,35000,13600,11750,14500,14500,12650,13250,12000
03/12/2018,11850,10000,9000,13250,12750,14000,12000,36500,36500,145000,160000,130000,26000,26000,28000,28000,28000,28000,36250,40000,32500,32500,30000,35000,13600,11750,14500,14500,12650,13250,12000
04/12/2018,11850,10000,9000,13250,12750,14000,12000,36500,36500,145000,160000,130000,26500,26500,28000,28000,28000,28000,36250,40000,32500,32500,30000,35000,13600,11750,14500,14500,12650,13250,12000
05/12/2018,11850,10000,9000,13250,12750,14000,12000,37000,37000,145000,160000,130000,26500,26500,28000,28000,28000,28000,36250,40000,32500,32500,30000,35000,13600,11750,14500,14500,12650,13250,12000
06/12/2018,11850,10000,9000,13250,12750,14000,12000,37000,37000,145000,160000,130000,27000,27000,28500,28500,28000,28000,37500,42500,32500,32500,30000,35000,13600,11750,14500,14500,12650,13250,12000
07/12/2018,11850,10000,9000,13250,12750,14000,12000,37000,37000,145000,160000,130000,27000,27000,28500,28500,28000,28000,37500,42500,32500,32000,30000,34000,13600,11750,14500,14500,12650,13250,12000
10/12/2018,11850,10000,9000,13250,12750,14000,12000,37000,37000,145000,160000,130000,27500,27500,28500,28500,28000,28000,37500,42500,32500,33250,30000,36500,13600,11750,14500,14500,12650,13250,12000
11/12/2018,11850,10000,9000,13250,12750,14000,12000,37000,37000,145000,160000,130000,27500,27500,28500,28500,28000,28000,37500,42500,32500,33250,30000,36500,13600,11750,14500,14500,12650,13250,12000
12/12/2018,11650,10000,9000,12750,12250,14000,12000,36500,36500,145000,160000,130000,27000,27000,30000,30000,29000,29000,37500,42500,32500,36250,32500,40000,13350,11000,14500,14500,12650,13250,12000
13/12/2018,11650,10000,9000,12750,12250,14000,12000,36500,36500,145000,160000,130000,27000,27000,30000,30000,29000,29000,38750,42500,35000,35000,30000,40000,13350,11000,14500,14500,12900,13250,12500
14/12/2018,11600,10000,9000,12750,12250,14000,11500,36500,36500,145000,160000,130000,27000,27000,32500,32500,28500,28500,40000,42500,37500,36250,32500,40000,13350,11000,14500,14500,13000,13500,12500
17/12/2018,11400,10000,9000,12500,11500,14000,11500,37500,37500,145000,160000,130000,27000,27000,32500,32500,29000,29000,38750,42500,35000,36250,30000,42500,13150,11000,14500,14000,12900,13250,12500
18/12/2018,11400,10000,9000,12500,11500,14000,11500,39000,39000,145000,160000,130000,26500,26500,32500,32500,29000,29000,37500,40000,35000,36250,30000,42500,13150,11000,14500,14000,12900,13250,12500
19/12/2018,11400,10000,9000,12500,11500,14000,11500,40000,40000,145000,160000,130000,27000,27000,32500,32500,29000,29000,37500,40000,35000,37500,30000,45000,13150,11000,14500,14000,12900,13250,12500
